pca_true	pca_wg_rom_lim	pca_std_rom_lim	pca_popkin_rom	pca_wg_rom	pca_std_rom	pca_popkin_mor	pca_wg_mor	pca_std_mor	lmm_true	lmm_wg_rom_lim	lmm_std_rom_lim	lmm_popkin_rom	lmm_wg_rom	lmm_std_rom	lmm_popkin_mor	lmm_wg_mor	lmm_std_mor
1	0.9989388933399315	0.9985826436845576	0.9977255782392431	0.9988000525468895	0.99849883201925	0.9884953302379116	0.9981070348972466	0.9982494368148832	0.8933914916925092	0.8933028673093755	0.8933825901754426	0.8929635776893938	0.8928769458559647	0.8929519354865881	0.8882401660324352	0.8880133091447371	0.888097657464392
0.9989388933399315	1	0.9999564265019576	0.9966319283896994	0.9998699439711618	0.9998760901977639	0.985122800699223	0.9985580069230693	0.9996337552949437	0.8932595540032396	0.8931711271708493	0.8932506693969233	0.8928060826869458	0.8927195705169505	0.8927944508647498	0.8879781258767993	0.8877526246495105	0.887836669157499
0.9985826436845576	0.9999564265019576	1	0.996298579565164	0.9998252964200325	0.999914804628873	0.9845347848732482	0.9983111377050516	0.999656417742733	0.8932478096904211	0.8931596922131925	0.8932389724458369	0.8927875268981711	0.8927012920110406	0.8927759447853209	0.8879594083326146	0.8877354519391183	0.8878191436596065
0.9977255782392431	0.9966319283896994	0.996298579565164	1	0.9970915784208146	0.9963280372065769	0.9905823269442072	0.9964603779044415	0.996235952636447	0.8933771492279073	0.8932885302945592	0.8933683156699564	0.8930377640065907	0.8929509834720321	0.8930261121271488	0.8886177240393106	0.8883925607774873	0.8884766361707516
0.9988000525468895	0.9998699439711618	0.9998252964200325	0.9970915784208146	1	0.9999068393265182	0.9853857173901451	0.9987163648389425	0.9996784471836158	0.8930869848431564	0.8929983063560237	0.8930780692050985	0.8927282420066467	0.8926415329404922	0.8927165770141069	0.8878943468358161	0.8876682106727322	0.8877523826302499
0.99849883201925	0.9998760901977639	0.999914804628873	0.9963280372065769	0.9999068393265182	1	0.9845840240223244	0.9984009630440857	0.9997299515794709	0.8931389717532464	0.8930507517076504	0.8931301086963862	0.8927780028919553	0.892691827347628	0.8927664154109343	0.8879321308585678	0.8877076875636445	0.8877913929289621
0.9884953302379116	0.985122800699223	0.9845347848732482	0.9905823269442072	0.9853857173901451	0.9845840240223244	1	0.9878546587500016	0.984593765668261	0.8910026347117815	0.8909137312861232	0.8909937880640193	0.8907374583880089	0.8906507466418085	0.8907259190254302	0.887237930783137	0.8870091587023781	0.8870940354729678
0.9981070348972466	0.9985580069230693	0.9983111377050516	0.9964603779044415	0.9987163648389425	0.9984009630440857	0.9878546587500016	1	0.9986528043248794	0.893097493398166	0.8930087720152156	0.8930885552585248	0.892764619993804	0.8926779923764495	0.8927529959728759	0.8881899319233232	0.8879592713212577	0.8880443769804813
0.9982494368148832	0.9996337552949437	0.999656417742733	0.996235952636447	0.9996784471836158	0.9997299515794709	0.984593765668261	0.9986528043248794	1	0.8931103248975787	0.8930217867618242	0.8931014118479281	0.8927503865679863	0.8926638583518257	0.8927387178909157	0.8880292435449542	0.8878033502836593	0.887887329298084
0.8933914916925092	0.8932595540032396	0.8932478096904211	0.8933771492279073	0.8930869848431564	0.8931389717532464	0.8910026347117815	0.893097493398166	0.8931103248975787	1	0.9999891058857208	0.9999997988966735	0.9978837685836158	0.9978729266239534	0.9978835084956708	0.9960719443813599	0.9961187437798806	0.9961329028366163
0.8933028673093755	0.8931711271708493	0.8931596922131925	0.8932885302945592	0.8929983063560237	0.8930507517076504	0.8909137312861232	0.8930087720152156	0.8930217867618242	0.9999891058857208	1	0.9999917134029578	0.9978687789349023	0.997879859110309	0.9978720464714159	0.9960118089090664	0.9961254945887924	0.99612212230944
0.8933825901754426	0.8932506693969233	0.8932389724458369	0.8933683156699564	0.8930780692050985	0.8931301086963862	0.8909937880640193	0.8930885552585248	0.8931014118479281	0.9999997988966735	0.9999917134029578	1	0.9978830472458466	0.997875064702799	0.9978832947745907	0.996064582234579	0.9961208174315971	0.99613267729658606
0.8929635776893938	0.8928060826869458	0.8927875268981711	0.8930377640065907	0.8927282420066467	0.8927780028919553	0.8907374583880089	0.892764619993804	0.8927503865679863	0.9978837685836158	0.9978687789349023	0.9978830472458466	1	0.9999887418199396	0.9999996729132349	0.9971964217114296	0.9972394867027229	0.99725478694998
0.8928769458559647	0.8927195705169505	0.8927012920110406	0.8929509834720321	0.8926415329404922	0.892691827347628	0.8906507466418085	0.8926779923764495	0.8926638583518257	0.9978729266239534	0.997879859110309	0.997875064702799	0.9999887418199396	1	0.9999920758230603	0.9971368207878014	0.9972489346485898	0.9972463035032932
0.8929519354865881	0.8927944508647498	0.8927759447853209	0.8930261121271488	0.8927165770141069	0.8927664154109343	0.8907259190254302	0.8927529959728759	0.8927387178909157	0.9978835084956708	0.9978720464714159	0.9978832947745907	0.9999996729132349	0.9999920758230603	1	0.997187299415125	0.9972424974109374	0.9972548681706475
0.8882401660324352	0.8879781258767993	0.8879594083326146	0.8886177240393106	0.8878943468358161	0.8879321308585678	0.887237930783137	0.8881899319233232	0.8880292435449542	0.9960719443813599	0.9960118089090664	0.996064582234579	0.9971964217114296	0.9971368207878014	0.997187299415125	1	0.9998709883450226	0.9999232499842521
0.8880133091447371	0.8877526246495105	0.8877354519391183	0.8883925607774873	0.8876682106727322	0.8877076875636445	0.8870091587023781	0.8879592713212577	0.8878033502836593	0.9961187437798806	0.9961254945887924	0.9961208174315971	0.9972394867027229	0.9972489346485898	0.9972424974109374	0.9998709883450226	1	0.9999922633627576
0.888097657464392	0.887836669157499	0.8878191436596065	0.8884766361707516	0.8877523826302499	0.8877913929289621	0.8870940354729678	0.8880443769804813	0.887887329298084	0.9961329028366163	0.99612212230944	0.99613267729658606	0.99725478694998	0.9972463035032932	0.9972548681706475	0.9999232499842521	0.9999922633627576	1
