True Kinship	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard	True Kinship	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard
1	0.999702681092228	0.9996194650776801	0.9994535427390612	0.9996768573219239	0.999599701696919	0.9964550254857866	0.9995184622953718	0.9995643847084708	0.8890090158912181	0.8890073492159866	0.8890085025832665	0.8863676813828658	0.8863663065163911	0.8863673786910395	0.8296253655569903	0.8901185331404224	0.8901222816286284
0.999702681092228	1	0.9999892921178318	0.9991785258184456	0.9999761604032744	0.9999744091073828	0.9954819776738089	0.9996240908073364	0.9999370934283762	0.889215542051001	0.889213878205796	0.8892150248631729	0.8865719777740192	0.8865705744542993	0.8865716653534301	0.8297961356499868	0.890311525298887	0.8903151451232038
0.9996194650776801	0.9999892921178318	1	0.9990963969560304	0.9999645244651576	0.9999847828008575	0.9953046700986206	0.9995508142187723	0.9999438196189697	0.8892254052187571	0.8892237249645576	0.8892248849527686	0.8865822094028682	0.8865807859811287	0.8865818922864084	0.8297955533558445	0.8903216960197199	0.8903252848063096
0.9994535427390612	0.9991785258184456	0.9990963969560304	1	0.9992809636018376	0.9991057615610863	0.9973403913026688	0.9991757075244628	0.9990568520920304	0.8887273872989576	0.8887257840227728	0.8887268766550478	0.8861176009607972	0.8861163066886791	0.886117304651239	0.8294443669970686	0.8899168480041816	0.8899204592070479
0.9996768573219239	0.9999761604032744	0.9999645244651576	0.9992809636018376	1	0.9999788045657236	0.9955967582480979	0.9996636358372634	0.9999407530958615	0.889179943026692	0.8891782910127446	0.88917942582969	0.886561379230411	0.8865599980739358	0.8865610688701986	0.8297875769796701	0.8903008967648367	0.8903044748475345
0.999599701696919	0.9999744091073828	0.9999847828008575	0.9991057615610863	0.9999788045657236	1	0.9953266218794582	0.9995614880176276	0.999956140830528	0.8892076011383097	0.8892059215198934	0.8892070803245616	0.8865887230239057	0.8865873085840446	0.8865884071442118	0.8297975467807029	0.8903255614364721	0.8903291471818029
0.9964550254857866	0.9954819776738089	0.9953046700986206	0.9973403913026688	0.9955967582480979	0.9953266218794582	1	0.9965383061127981	0.9952656129043775	0.8863751528154367	0.8863735529575402	0.8863746371085272	0.8837632680024713	0.8837619721351918	0.883762968979759	0.8273130797400547	0.887722001636883	0.8877257584547408
0.9995184622953718	0.9996240908073364	0.9995508142187723	0.9991757075244628	0.9996636358372634	0.9995614880176276	0.9965383061127981	1	0.9996114346440461	0.8889804911251126	0.8889788621282514	0.8889799766386794	0.8863537774423453	0.8863524245467923	0.8863534712730531	0.8296400847210438	0.890112214303467	0.8901159670057371
0.9995643847084708	0.9999370934283762	0.9999438196189697	0.9990568520920304	0.9999407530958615	0.999956140830528	0.9952656129043775	0.9996114346440461	1	0.8892182417891497	0.889216563272613	0.889217721725559	0.8865969657652361	0.8865955532792184	0.8865966509389105	0.8298162140329847	0.890336782728658	0.8903403679988281
0.8890090158912181	0.889215542051001	0.8892254052187571	0.8887273872989576	0.889179943026692	0.8892076011383097	0.8863751528154367	0.8889804911251126	0.8892182417891497	1	0.9999991240141791	0.9999999768229746	0.9966092927286399	0.9966086661449134	0.9966093228839006	0.928552991676253	0.9964143391796288	0.9964161199010014
0.8890073492159866	0.889213878205796	0.8892237249645576	0.8887257840227728	0.8891782910127446	0.8892059215198934	0.8863735529575402	0.8889788621282514	0.889216563272613	0.9999991240141791	1	0.9999993751988627	0.9966081896641648	0.9966092865132551	0.9966085696185553	0.9285401890586479	0.9964147699819308	0.9964152603786622
