True Kinship	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard	True Kinship	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard
1	0.9978128193199608	0.9972294027135193	0.9958872593310767	0.9976285294048488	0.9970726927909689	0.97328703044728	0.9964702458540238	0.9967959218837967	0.6167960937954365	0.6167507164377273	0.6167882771544597	0.6117601831728608	0.6117138366419386	0.6117506208189889	0.61387267931335	0.6178308071288173	0.617869093954234
0.9978128193199608	1	0.9999206761385085	0.9935271143243543	0.9998206223446815	0.9998070734588144	0.9672327290732826	0.9974314035846509	0.9994572536280272	0.6172861746747946	0.6172407908089029	0.6172783552295723	0.6122526920552582	0.6122063374966895	0.6122431279856833	0.6142744158967407	0.6182352750379678	0.6182735090601998
0.9972294027135193	0.9999206761385085	1	0.9929457790818058	0.9997304184016806	0.9998818316416854	0.966249592502033	0.9969631798447927	0.9995013983837459	0.6173027082109741	0.6172573470197231	0.6172948923575866	0.6122701993139179	0.6122238676637679	0.61226064013914006	0.6142883070120175	0.618248809991293	0.6182870060060719
0.9958872593310767	0.9935271143243543	0.9929457790818058	1	0.9942297089506285	0.9930113287535974	0.9812439814869865	0.9937171321055416	0.9927107870596964	0.616056033861928	0.61601079865198	0.6160482313464469	0.6111230023238167	0.6110766765108082	0.6111134342293182	0.6134563348003019	0.6174143228716268	0.6174526430714372
0.9976285294048488	0.9998206223446815	0.9997304184016806	0.9942297089506285	1	0.9998409123834758	0.9680066889917818	0.9977695468120145	0.9994944567455798	0.6172091078087066	0.6171637296078855	0.6172012872357351	0.6122514173906793	0.6122050572547431	0.6122418499206848	0.6142714776682743	0.6182333551546901	0.618271614159415
0.9970726927909689	0.9998070734588144	0.9998818316416854	0.9930113287535974	0.9998409123834758	1	0.966400343287972	0.9970577694688667	0.9996039492550106	0.6172549499664454	0.6172095794624901	0.6172471319263408	0.6122981243142452	0.6122518010166834	0.6122885666771107	0.6143050265373167	0.6182674084197258	0.6183056046884735
0.97328703044728	0.9672327290732826	0.966249592502033	0.9812439814869865	0.9680066889917818	0.966400343287972	1	0.9730067981095537	0.9664007598657127	0.6087927370424843	0.6087481888916064	0.6087850313126904	0.6039523112944881	0.6039064945352205	0.6039428481098487	0.6071325431867216	0.6110481539651309	0.6110867711500486
0.9964702458540238	0.9974314035846509	0.9969631798447927	0.9937171321055416	0.9977695468120145	0.9970577694688667	0.9730067981095537	1	0.9975002733347634	0.6169294408804648	0.6168841668952353	0.6169216351182505	0.6119579320271024	0.6119115775023726	0.6119483647218075	0.6141762928107743	0.6181216842283451	0.6181602389618376
0.9967959218837967	0.9994572536280272	0.9995013983837459	0.9927107870596964	0.9994944567455798	0.9996039492550106	0.9664007598657127	0.9975002733347634	1	0.6172694646980613	0.617224059599031	0.6172616414984874	0.6123067741131265	0.6122604022576194	0.6122972063412706	0.614371012281442	0.6183361315492351	0.6183743821466544
0.6167960937954365	0.6172861746747946	0.6173027082109741	0.616056033861928	0.6172091078087066	0.6172549499664454	0.6087927370424843	0.6169294408804648	0.6172694646980613	1	0.9999990293713975	0.9999999744728693	0.9857994035014985	0.9857950639682486	0.9857986861702207	0.9741299873957635	0.9813280853873856	0.981329903479769
0.6167507164377273	0.6172407908089029	0.6172573470197231	0.61601079865198	0.6171637296078855	0.6172095794624901	0.6087481888916064	0.6168841668952353	0.617224059599031	0.9999990293713975	1	0.9999993067077029	0.9857937543446575	0.9857913155224347	0.9857934212756199	0.974098314973866	0.9813205963012633	0.9813209849654114
0.6167882771544597	0.6172783552295723	0.6172948923575866	0.6160482313464469	0.6172012872357351	0.6172471319263408	0.6087850313126904	0.6169216351182505	0.6172616414984874	0.9999999744728693	0.9999993067077029	1	0.9857986199180947	0.9857945800913095	0.985797967375435	0.9741253209450845	0.981326917659857	0.9813285103458425
0.6117601831728608	0.6122526920552582	0.6122701993139179	0.6111230023238167	0.6122514173906793	0.6122981243142452	0.6039523112944881	0.6119579320271024	0.6123067741131265	0.9857994035014985	0.9857937543446575	0.9857986199180947	1	0.9999989334763248	0.9999999534711259	0.9811615287244515	0.988416788236668	0.9884174241035523
0.6117138366419386	0.6122063374966895	0.6122238676637679	0.6110766765108082	0.6122050572547431	0.6122518010166834	0.6039064945352205	0.6119115775023726	0.6122604022576194	0.9857950639682486	0.9857913155224347	0.9857945800913095	0.9999989334763248	1	0.9999993187646481	0.9811301008124974	0.9884113884968515	0.9884104796396086
