pca_popkin_rom	pca_wg_rom	pca_std_rom	pca_popkin_mor	pca_wg_mor	pca_std_mor	lmm_popkin_rom	lmm_wg_rom	lmm_std_rom	lmm_popkin_mor	lmm_wg_mor	lmm_std_mor
1	0.6481468479551057	0.6332586383929174	0.44142848786615924	0.43930551793461486	0.4394700291838511	0.18978924274070827	0.19597445385950626	0.19570991989964284	0.16374754540688907	0.16305988583831804	0.16271791373710776
0.6481468479551057	1	0.997192968878658	0.5313068569901308	0.5324062413665566	0.532967483808497	0.18862754008842447	0.19442581868890899	0.1941912887599428	0.16309981443601987	0.16244158955248728	0.16212634456742117
0.6332586383929174	0.997192968878658	1	0.5256813299844947	0.5286958247205127	0.5362091590317405	0.18846086907222712	0.19427557977664195	0.19404030305130077	0.16296327659699666	0.16232693292393752	0.16201689837666516
0.44142848786615924	0.5313068569901308	0.5256813299844947	1	0.9991354722825407	0.9528660017584103	0.19018537099846927	0.19555755550139936	0.19532922497662503	0.1653547864534153	0.1647115946189406	0.16441452767246414
0.43930551793461486	0.5324062413665566	0.5286958247205127	0.9991354722825407	1	0.9796458072174012	0.19008406892896257	0.19546032991241266	0.19522578113821518	0.16530779136442011	0.1646808359378023	0.16438341802919465
0.4394700291838511	0.532967483808497	0.5362091590317405	0.9528660017584103	0.9796458072174012	1	0.18968991145855363	0.19492304244569186	0.1947053222957243	0.16494969238743298	0.164361451399394	0.16409589905249222
0.18978924274070827	0.18862754008842447	0.18846086907222712	0.19018537099846927	0.19008406892896257	0.18968991145855363	1	0.9043599398951694	0.9162155235560163	0.36812016276425263	0.3707411816792739	0.3728426587333726
0.19597445385950626	0.19442581868890899	0.19427557977664195	0.19555755550139936	0.19546032991241266	0.19492304244569186	0.9043599398951694	1	0.9957787569840784	0.3711508543798079	0.36845534309009925	0.366981635317996
0.19570991989964284	0.1941912887599428	0.19404030305130077	0.19532922497662503	0.19522578113821518	0.1947053222957243	0.9162155235560163	0.9957787569840784	1	0.3707999147561154	0.36934831084546815	0.3685753815918061
0.16374754540688907	0.16309981443601987	0.16296327659699666	0.1653547864534153	0.16530779136442011	0.16494969238743298	0.36812016276425263	0.3711508543798079	0.3707999147561154	1	0.993924239605608	0.9898833024471895
0.16305988583831804	0.16244158955248728	0.16232693292393752	0.1647115946189406	0.1646808359378023	0.164361451399394	0.3707411816792739	0.36845534309009925	0.36934831084546815	0.993924239605608	1	0.9986921583131312
0.16271791373710776	0.16212634456742117	0.16201689837666516	0.16441452767246414	0.16438341802919465	0.16409589905249222	0.3728426587333726	0.366981635317996	0.3685753815918061	0.9898833024471895	0.9986921583131312	1
