pca_popkin_rom	pca_wg_rom	pca_std_rom	pca_popkin_mor	pca_wg_mor	pca_std_mor	lmm_popkin_rom	lmm_wg_rom	lmm_std_rom	lmm_popkin_mor	lmm_wg_mor	lmm_std_mor
1	0.5577076233474408	0.5420713694992311	0.3395531622137971	0.3374258997454175	0.3374399292316359	0.12121251117004475	0.12498906504592582	0.1250497961269979	0.10181473426761971	0.10197003143360832	0.10207934263892926
0.5577076233474408	1	0.9879000225875628	0.42644092902375835	0.4274649915274142	0.4277341974800919	0.12026701018960054	0.12381514974994963	0.1238724801593908	0.10143207540504275	0.10156602902546816	0.1016660982280012
0.5420713694992311	0.9879000225875628	1	0.4203444468341866	0.42364358985665446	0.431880779063939	0.12017420320347434	0.12373766804676789	0.12380032594483055	0.10135739642741533	0.10149173304200476	0.10159114531542046
0.3395531622137971	0.42644092902375835	0.4203444468341866	1	0.9929814413024834	0.9108834616744853	0.12151183687280143	0.12506689771152615	0.12508728608183178	0.10332096288147813	0.1034180381936789	0.10351770243990674
0.3374258997454175	0.4274649915274142	0.42364358985665446	0.9929814413024834	1	0.9550202973099202	0.12146324211617567	0.12499659723937101	0.12501823653227817	0.10326524399147981	0.10338498476014438	0.10348642181508615
0.3374399292316359	0.4277341974800919	0.431880779063939	0.9108834616744853	0.9550202973099202	1	0.12116251256489424	0.12457846601328083	0.12462223426092324	0.10287404138571196	0.1030256805290709	0.10312362596075883
0.12121251117004475	0.12026701018960054	0.12017420320347434	0.12151183687280143	0.12146324211617567	0.12116251256489424	1	0.6912191581578433	0.7042389490904968	0.2410204487374636	0.2465155237359912	0.2509096561939266
0.12498906504592582	0.12381514974994963	0.12373766804676789	0.12506689771152615	0.12499659723937101	0.12457846601328083	0.6912191581578433	1	0.984994750442489	0.2778175602978408	0.2819898625628562	0.28131114062082163
0.1250497961269979	0.1238724801593908	0.12380032594483055	0.12508728608183178	0.12501823653227817	0.12462223426092324	0.7042389490904968	0.984994750442489	1	0.27356138881272685	0.27955454409655295	0.2826984628342809
0.10181473426761971	0.10143207540504275	0.10135739642741533	0.10332096288147813	0.10326524399147981	0.10287404138571196	0.2410204487374636	0.2778175602978408	0.27356138881272685	1	0.9670153754443597	0.9099752990071853
0.10197003143360832	0.10156602902546816	0.10149173304200476	0.1034180381936789	0.10338498476014438	0.1030256805290709	0.2465155237359912	0.2819898625628562	0.27955454409655295	0.9670153754443597	1	0.9797348339641454
0.10207934263892926	0.1016660982280012	0.10159114531542046	0.10351770243990674	0.10348642181508615	0.10312362596075883	0.2509096561939266	0.28131114062082163	0.2826984628342809	0.9099752990071853	0.9797348339641454	1
