Popkin	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard
1	0.9977633787200417	0.9975073028900754	0.9916535452216538	0.9915963648236129	0.9915559731575277	0.93741616719449	0.9378780670521263	0.9380070247405405	0.8952815106543326	0.8951399281390104	0.8951848167702733
0.9977633787200417	1	0.9999621227033595	0.9933918091276932	0.9934162520441983	0.9934138318463083	0.9372029889953727	0.9376581723375592	0.9377870485024773	0.8951563074756141	0.8950143272481664	0.8950588709134283
0.9975073028900754	0.9999621227033595	1	0.993309178118762	0.9933592030514071	0.9934271271120387	0.9372173420649343	0.9376729260253387	0.9378022431531793	0.895176031905731	0.8950340400654175	0.8950789636369776
0.9916535452216538	0.9933918091276932	0.993309178118762	1	0.9999727894491969	0.9997958097661274	0.9362685030268397	0.9367073993471325	0.93683524857303	0.8948941956566747	0.8947523192456346	0.8947956273699291
0.9915963648236129	0.9934162520441983	0.9933592030514071	0.9999727894491969	1	0.9998795006394342	0.9362742869565834	0.9367131097827925	0.9368408284856876	0.8949029563936888	0.8947610584673964	0.8948041511259954
0.9915559731575277	0.9934138318463083	0.9934271271120387	0.9997958097661274	0.9998795006394342	1	0.936316150734264	0.9367557279194172	0.9368840054362758	0.8949589326032528	0.8948170198710915	0.8948620560480905
0.93741616719449	0.9372029889953727	0.9372173420649343	0.9362685030268397	0.9362742869565834	0.936316150734264	1	0.9997361668794256	0.9996890711193734	0.9693314012004534	0.9692360341214723	0.9692446178232937
0.9378780670521263	0.9376581723375592	0.9376729260253387	0.9367073993471325	0.9367131097827925	0.9367557279194172	0.9997361668794256	1	0.9999462459108481	0.9686840381875419	0.9686232628494218	0.9686209183224288
0.9380070247405405	0.9377870485024773	0.9378022431531793	0.93683524857303	0.9368408284856876	0.9368840054362758	0.9996890711193734	0.9999462459108481	1	0.9685604091034529	0.9684993658247191	0.9686211694733479
0.8952815106543326	0.8951563074756141	0.895176031905731	0.8948941956566747	0.8949029563936888	0.8949589326032528	0.9693314012004534	0.9686840381875419	0.9685604091034529	1	0.9999876269048716	0.9997854714518388
0.8951399281390104	0.8950143272481664	0.8950340400654175	0.8947523192456346	0.8947610584673964	0.8948170198710915	0.9692360341214723	0.9686232628494218	0.9684993658247191	0.9999876269048716	1	0.9997973562740219
0.8951848167702733	0.8950588709134283	0.8950789636369776	0.8947956273699291	0.8948041511259954	0.8948620560480905	0.9692446178232937	0.9686209183224288	0.9686211694733479	0.9997854714518388	0.9997973562740219	1
