Popkin	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard	Popkin	Weir-Goudet	Standard
1	0.9994051666775688	0.9993490051424984	0.99813727017464	0.9981218184819076	0.9981147703864844	0.9877828768164367	0.9880404642934636	0.9880623545749707	0.9857160590978157	0.9857166962481583	0.9857315424986698
0.9994051666775688	1	0.9999932473627107	0.998671086101418	0.9986763280997297	0.9986721754084508	0.9877083235360216	0.9879647113871467	0.9879865092621766	0.9856205533396754	0.9856213011332103	0.9856361510708517
0.9993490051424984	0.9999932473627107	1	0.9986590004532279	0.9986689040118104	0.9986765377630558	0.9877004653614538	0.9879565632468738	0.9879785294692184	0.985608605348772	0.985609367053494	0.9856244355815938
0.99813727017464	0.998671086101418	0.9986590004532279	1	0.9999945263884853	0.9999664125630753	0.9874142443829192	0.9876730560353828	0.9876946100890325	0.9854372781472044	0.9854379652954454	0.9854527653095235
0.9981218184819076	0.9986763280997297	0.9986689040118104	0.9999945263884853	1	0.9999816612046544	0.987406317496163	0.9876651075371492	0.9876866286171158	0.985427478415914	0.9854281696639653	0.985442947993361
0.9981147703864844	0.9986721754084508	0.9986765377630558	0.9999664125630753	0.9999816612046544	1	0.987403799027732	0.9876624629292386	0.9876842282467239	0.9854160961377371	0.9854167986622668	0.9854322672126776
0.9877828768164367	0.9877083235360216	0.9877004653614538	0.9874142443829192	0.987406317496163	0.987403799027732	1	0.9997550371325807	0.9997540390572212	0.9956655308115814	0.9956856365393597	0.9956966349458345
0.9880404642934636	0.9879647113871467	0.9879565632468738	0.9876730560353828	0.9876651075371492	0.9876624629292386	0.9997550371325807	1	0.9999891399275964	0.9959529844778556	0.9959536503853539	0.9959482182336713
0.9880623545749707	0.9879865092621766	0.9879785294692184	0.9876946100890325	0.9876866286171158	0.9876842282467239	0.9997540390572212	0.9999891399275964	1	0.9959349850699869	0.9959360563995776	0.9959553856317391
0.9857160590978157	0.9856205533396754	0.985608605348772	0.9854372781472044	0.985427478415914	0.9854160961377371	0.9956655308115814	0.9959529844778556	0.9959349850699869	1	0.9999995712586808	0.9999688032644429
0.9857166962481583	0.9856213011332103	0.985609367053494	0.9854379652954454	0.9854281696639653	0.9854167986622668	0.9956856365393597	0.9959536503853539	0.9959360563995776	0.9999995712586808	1	0.9999699497829883
0.9857315424986698	0.9856361510708517	0.9856244355815938	0.9854527653095235	0.985442947993361	0.9854322672126776	0.9956966349458345	0.9959482182336713	0.9959553856317391	0.9999688032644429	0.9999699497829883	1
